sentence_id,language_code,expression,hint
91,EN,Water,Clear liquid for drinking
91,ES,Agua,Líquido transparente para beber
91,ZH,水,"shuǐ - 水，饮用液体 (물, 마시는 액체)"
91,JA,水,みず(mizu) - 水 (물)
91,KO,물,마시는 투명한 액체. mul
92,EN,Rice / Meal,Cooked rice; also means 'meal' in Korean
92,ES,Arroz / Comida,Arroz cocido; también significa 'comida'
92,ZH,米饭,"mǐ fàn - 米饭，也指饭食 (쌀밥, 식사를 뜻하기도 함)"
92,JA,ご飯,"ごはん(gohan) - ご飯、食事 (밥, 식사)"
92,KO,밥,쌀로 지은 음식. 식사를 뜻하기도 함. bap
93,EN,Bread,Baked food made from flour
93,ES,Pan,Alimento horneado hecho de harina
93,ZH,面包,miàn bāo - 面包 (빵)
93,JA,パン,パン(pan) - パン (빵)
93,KO,빵,밀가루로 만든 구운 음식. ppang
94,EN,Meat,Animal flesh used as food
94,ES,Carne,Carne de animal usada como alimento
94,ZH,肉,ròu - 肉 (고기)
94,JA,肉,にく(niku) - 肉 (고기)
94,KO,고기,동물의 살. 식용 육류. gogi
95,EN,Fruit,Sweet food from plants
95,ES,Fruta,Alimento dulce de las plantas
95,ZH,水果,shuǐ guǒ - 水果 (과일)
95,JA,果物,くだもの(kudamono) - 果物 (과일)
95,KO,과일,식물에서 나는 달콤한 식품. gwail
96,EN,Milk,White liquid from cows
96,ES,Leche,Líquido blanco de las vacas
96,ZH,牛奶,niú nǎi - 牛奶 (우유)
96,JA,牛乳,ぎゅうにゅう(gyūnyū) - 牛乳 (우유)
96,KO,우유,소에서 나는 흰 음료. uyu
97,EN,Egg,Oval food from chickens
97,ES,Huevo,Alimento ovalado de las gallinas
97,ZH,鸡蛋,jī dàn - 鸡蛋 (달걀)
97,JA,卵,たまご(tamago) - 卵 (달걀)
97,KO,달걀,닭이 낳는 알. '계란'이라고도 함. dalgyal
98,EN,Vegetable,Edible plant or part of a plant
98,ES,Verdura,Planta comestible o parte de una planta
98,ZH,蔬菜,shū cài - 蔬菜 (채소)
98,JA,野菜,やさい(yasai) - 野菜 (채소)
98,KO,채소,먹을 수 있는 식물. '야채'라고도 함. chaeso
99,EN,Soup,Liquid food made by boiling
99,ES,Sopa,Alimento líquido hecho al hervir
99,ZH,汤,"tāng - 汤 (국, 탕)"
99,JA,スープ,"スープ(sūpu) - スープ (수프, 국)"
99,KO,국,물에 재료를 넣고 끓인 음식. guk
100,EN,Tea,Hot beverage made from leaves
100,ES,Té,Bebida caliente hecha con hojas
100,ZH,茶,chá - 茶 (차)
100,JA,お茶,おちゃ(ocha) - お茶 (차)
100,KO,차,잎을 우린 뜨거운 음료. 자동차(car)와 동음. cha
101,EN,Dog,Common pet animal
101,ES,Perro,Animal doméstico común
101,ZH,狗,gǒu - 狗 (개)
101,JA,犬,いぬ(inu) - 犬 (개)
101,KO,개,흔한 반려동물. gae
102,EN,Cat,Common pet animal
102,ES,Gato,Animal doméstico común
102,ZH,猫,māo - 猫 (고양이)
102,JA,猫,ねこ(neko) - 猫 (고양이)
102,KO,고양이,흔한 반려동물. goyangi
103,EN,Bird,Animal with feathers and wings
103,ES,Pájaro,Animal con plumas y alas
103,ZH,鸟,niǎo - 鸟 (새)
103,JA,鳥,とり(tori) - 鳥 (새)
103,KO,새,깃털과 날개가 있는 동물. sae
104,EN,Fish,Animal that lives in water
104,ES,Pez,Animal que vive en el agua
104,ZH,鱼,yú - 鱼 (물고기)
104,JA,魚,さかな(sakana) - 魚 (물고기)
104,KO,물고기,물에 사는 동물. mulgogi
105,EN,Cow,Large farm animal for milk and meat
105,ES,Vaca,Animal de granja grande para leche y carne
105,ZH,牛,niú - 牛 (소)
105,JA,牛,うし(ushi) - 牛 (소)
105,KO,소,큰 가축. 우유와 고기를 얻음. so
106,EN,Horse,Large animal used for riding
106,ES,Caballo,Animal grande usado para montar
106,ZH,马,mǎ - 马 (말)
106,JA,馬,うま(uma) - 馬 (말)
106,KO,말,큰 동물. 타고 다님. '말(speech)'과 동음. mal
107,EN,Pig,Farm animal raised for meat
107,ES,Cerdo,Animal de granja criado para carne
107,ZH,猪,zhū - 猪 (돼지)
107,JA,豚,ぶた(buta) - 豚 (돼지)
107,KO,돼지,가축. 돼지고기를 얻음. dwaeji
108,EN,Chicken,Bird raised for eggs and meat
108,ES,Pollo,Ave criada para huevos y carne
108,ZH,鸡,jī - 鸡 (닭)
108,JA,鶏,にわとり(niwatori) - 鶏 (닭)
108,KO,닭,달걀과 고기를 얻는 새. dak
109,EN,Rabbit,Small animal with long ears
109,ES,Conejo,Animal pequeño con orejas largas
109,ZH,兔子,tù zi - 兔子 (토끼)
109,JA,うさぎ,うさぎ(usagi) - うさぎ (토끼)
109,KO,토끼,귀가 긴 작은 동물. tokki
110,EN,Mouse,Small rodent
110,ES,Ratón,Pequeño roedor
110,ZH,老鼠,lǎo shǔ - 老鼠 (쥐)
110,JA,ネズミ,ネズミ(nezumi) - ネズミ (쥐)
110,KO,쥐,작은 설치류 동물. jwi
111,EN,School,Place for learning and education
111,ES,Escuela,Lugar para aprender y educarse
111,ZH,学校,xué xiào - 学校 (학교)
111,JA,学校,がっこう(gakkō) - 学校 (학교)
111,KO,학교,배우고 교육받는 곳. hakgyo
112,EN,Store,Place where things are sold
112,ES,Tienda,Lugar donde se venden cosas
112,ZH,商店,shāng diàn - 商店 (가게)
112,JA,店,みせ(mise) - 店 (가게)
112,KO,가게,물건을 파는 곳. gage
113,EN,Park,Public green space for recreation
113,ES,Parque,Espacio verde público para recreación
113,ZH,公园,gōng yuán - 公园 (공원)
113,JA,公園,こうえん(kōen) - 公園 (공원)
113,KO,공원,쉬거나 운동하는 공공 녹지. gongwon
114,EN,Hospital,Place for medical treatment
114,ES,Hospital,Lugar para tratamiento médico
114,ZH,医院,yī yuàn - 医院 (병원)
114,JA,病院,びょういん(byōin) - 病院 (병원)
114,KO,병원,아픈 사람을 치료하는 곳. byeongwon
115,EN,Bank,Place for financial services
115,ES,Banco,Lugar para servicios financieros
115,ZH,银行,yín háng - 银行 (은행)
115,JA,銀行,ぎんこう(ginkō) - 銀行 (은행)
115,KO,은행,돈을 맡기거나 빌리는 곳. eunhaeng
116,EN,Station,Place where trains or buses stop
116,ES,Estación,Lugar donde paran trenes o autobuses
116,ZH,车站,"chē zhàn - 车站 (역, 정류장)"
116,JA,駅,えき(eki) - 駅 (역)
116,KO,역,기차나 지하철이 서는 곳. yeok
117,EN,Restaurant,Place where meals are served
117,ES,Restaurante,Lugar donde se sirven comidas
117,ZH,餐厅,cān tīng - 餐厅 (식당)
117,JA,レストラン,レストラン(resutoran) - レストラン (식당)
117,KO,식당,음식을 파는 곳. sikdang
118,EN,Library,Place with books for reading
118,ES,Biblioteca,Lugar con libros para leer
118,ZH,图书馆,tú shū guǎn - 图书馆 (도서관)
118,JA,図書館,としょかん(toshokan) - 図書館 (도서관)
118,KO,도서관,책을 읽거나 빌리는 곳. doseogwan
119,EN,Post office,Place for sending mail
119,ES,Oficina de correos,Lugar para enviar correo
119,ZH,邮局,yóu jú - 邮局 (우체국)
119,JA,郵便局,ゆうびんきょく(yūbinkyoku) - 郵便局 (우체국)
119,KO,우체국,편지와 소포를 보내는 곳. ucheguk
120,EN,Market,Place where goods are bought and sold
120,ES,Mercado,Lugar donde se compran y venden productos
120,ZH,市场,shì chǎng - 市场 (시장)
120,JA,市場,いちば(ichiba) - 市場 (시장)
120,KO,시장,물건을 사고파는 곳. 전통시장. sijang
121,EN,To go,Verb meaning to move to a place
121,ES,Ir,Verbo que significa moverse a un lugar
121,ZH,去,"qù - 动词，去 (동사, 가다)"
121,JA,行く,"いく(iku) - 行く、動詞 (가다, 동사)"
121,KO,가다,기본 동사. 어떤 장소로 이동함. gada
122,EN,To come,Verb meaning to move toward the speaker
122,ES,Venir,Verbo que significa moverse hacia el hablante
122,ZH,来,"lái - 动词，来 (동사, 오다)"
122,JA,来る,"くる(kuru) - 来る、動詞 (오다, 동사)"
122,KO,오다,기본 동사. 말하는 사람 쪽으로 이동함. oda
123,EN,To eat,Verb meaning to consume food
123,ES,Comer,Verbo que significa consumir alimentos
123,ZH,吃,"chī - 动词，吃 (동사, 먹다)"
123,JA,食べる,"たべる(taberu) - 食べる、動詞 (먹다, 동사)"
123,KO,먹다,기본 동사. 음식을 입에 넣고 삼킴. meokda
124,EN,To drink,Verb meaning to consume liquid
124,ES,Beber,Verbo que significa consumir líquido
124,ZH,喝,"hē - 动词，喝 (동사, 마시다)"
124,JA,飲む,"のむ(nomu) - 飲む、動詞 (마시다, 동사)"
124,KO,마시다,기본 동사. 액체를 삼킴. masida
125,EN,To sleep,Verb meaning to rest with eyes closed
125,ES,Dormir,Verbo que significa descansar con los ojos cerrados
125,ZH,睡觉,"shuì jiào - 动词，睡觉 (동사, 자다)"
125,JA,寝る,"ねる(neru) - 寝る、動詞 (자다, 동사)"
125,KO,자다,기본 동사. 눈을 감고 쉼. jada
126,EN,To see / To watch,Verb meaning to look at or watch
126,ES,Ver,Verbo que significa mirar u observar
126,ZH,看,"kàn - 动词，看 (동사, 보다)"
126,JA,見る,"みる(miru) - 見る、動詞 (보다, 동사)"
126,KO,보다,기본 동사. 눈으로 봄. 영화를 '보다'에도 사용. boda
127,EN,Go to school,Phrase: destination + go
127,ES,Ir a la escuela,Frase: destino + ir
127,ZH,去学校,qù xué xiào - 去+地点 (가다+장소)
127,JA,学校に行く,がっこうにいく(gakkō ni iku) - 場所+に+行く (장소+에+가다)
127,KO,학교에 가다,장소+에+가다 패턴. '에'는 방향 조사. hakgyoe gada
128,EN,Drink water,Phrase: object + verb
128,ES,Beber agua,Frase: objeto + verbo
128,ZH,喝水,hē shuǐ - 喝+水 (마시다+물)
128,JA,水を飲む,みずをのむ(mizu o nomu) - 水+を+飲む (물+을+마시다)
128,KO,물 마시다,목적어+동사 패턴. mul masida
129,EN,Eat a meal,Phrase: object + verb
129,ES,Comer,Frase: objeto + verbo
129,ZH,吃饭,chī fàn - 吃+饭 (먹다+밥)
129,JA,ご飯を食べる,ごはんをたべる(gohan o taberu) - ご飯+を+食べる (밥+을+먹다)
129,KO,밥 먹다,목적어+동사 패턴. 식사하다라는 뜻. bap meokda
130,EN,Come here,Phrase: place + come
130,ES,Ven aquí,Frase: lugar + venir
130,ZH,来这里,lái zhè lǐ - 来+这里 (오다+여기)
130,JA,ここに来る,ここにくる(koko ni kuru) - ここ+に+来る (여기+에+오다)
130,KO,여기 오다,장소+오다 패턴. yeogi oda
131,EN,To be,"Copula verb, linking subject to noun"
131,ES,Ser,Verbo copulativo
131,ZH,是,"shì - 动词，是 (동사, ~이다)"
131,JA,です,"です(desu) - 〜です (〜이다, 정중)"
131,KO,이다,서술격 조사. 명사 뒤에 붙어 '~이다'를 나타냄. ida
132,EN,To exist / To have,"Verb meaning there is, or to have"
132,ES,Haber / Tener,Verbo que significa existir o tener
132,ZH,有,"yǒu - 动词，有/在 (동사, 있다/존재하다)"
132,JA,ある / いる,ある(aru)/いる(iru) - ある(物)/いる(人) (있다: 사물/사람)
132,KO,있다,존재 또는 소유를 나타내는 동사. 반대말: 없다. itda
133,EN,To not exist / To not have,"Verb meaning there is not, or to not have"
133,ES,No haber / No tener,Verbo que significa no existir o no tener
133,ZH,没有,"méi yǒu - 动词，没有 (동사, 없다)"
133,JA,ない,ない(nai) - ない (없다)
133,KO,없다,존재하지 않거나 소유하지 않음. 반대말: 있다. eopda
134,EN,To like,Verb meaning to be fond of
134,ES,Gustar,Verbo que significa agradar
134,ZH,喜欢,"xǐ huān - 动词，喜欢 (동사, 좋아하다)"
134,JA,好き,すき(suki) - 好き (좋아하다)
134,KO,좋아하다,감정 동사. 무엇을 좋게 여김. joahada
135,EN,To dislike,Verb meaning to not be fond of
135,ES,No gustar,Verbo que significa no agradar
135,ZH,讨厌,"tǎo yàn - 动词，讨厌 (동사, 싫어하다)"
135,JA,嫌い,きらい(kirai) - 嫌い (싫어하다)
135,KO,싫어하다,감정 동사. 무엇을 싫게 여김. 반대말: 좋아하다. sireohada
136,EN,To want,Verb meaning to desire
136,ES,Querer,Verbo que significa desear
136,ZH,想要,"xiǎng yào - 动词，想要 (동사, 원하다)"
136,JA,欲しい,"ほしい(hoshii) - 欲しい (원하다, 갖고 싶다)"
136,KO,원하다,감정 동사. 무엇을 바람. wonhada
137,EN,There is water,Phrase: noun + exist
137,ES,Hay agua,Frase: sustantivo + existir
137,ZH,有水,yǒu shuǐ - 有+水 (있다+물)
137,JA,水がある,みずがある(mizu ga aru) - 水+が+ある (물+이+있다)
137,KO,물 있다,명사+있다 패턴. 존재를 나타냄. mul itda
138,EN,To be at home,Phrase: place + exist
138,ES,Estar en casa,Frase: lugar + estar
138,ZH,在家,zài jiā - 在+家 (있다+집)
138,JA,家にいる,いえにいる(ie ni iru) - 家+に+いる (집+에+있다)
138,KO,집에 있다,장소+에+있다 패턴. 위치를 나타냄. jibe itda
139,EN,Like fruit,Phrase: object + like
139,ES,Gustar la fruta,Frase: objeto + gustar
139,ZH,喜欢水果,xǐ huān shuǐ guǒ - 喜欢+水果 (좋아하다+과일)
139,JA,果物が好き,くだものがすき(kudamono ga suki) - 果物+が+好き (과일+을+좋아하다)
139,KO,과일 좋아하다,목적어+좋아하다 패턴. gwail joahada
140,EN,Want food,Phrase: object + want
140,ES,Querer comida,Frase: objeto + querer
140,ZH,想要饭,xiǎng yào fàn - 想要+饭 (원하다+밥)
140,JA,ご飯が欲しい,ごはんがほしい(gohan ga hoshii) - ご飯+が+欲しい (밥+을+원하다)
140,KO,밥 원하다,목적어+원하다 패턴. bap wonhada
141,EN,Big,Adjective meaning large in size
141,ES,Grande,Adjetivo que significa grande en tamaño
141,ZH,大,"dà - 形容词，大 (형용사, 큰)"
141,JA,大きい,"おおきい(ōkii) - 大きい、形容詞 (큰, 형용사)"
141,KO,크다,크기 형용사. 반대말: 작다. keuda
142,EN,Small,Adjective meaning little in size
142,ES,Pequeño,Adjetivo que significa pequeño en tamaño
142,ZH,小,"xiǎo - 形容词，小 (형용사, 작은)"
142,JA,小さい,"ちいさい(chiisai) - 小さい、形容詞 (작은, 형용사)"
142,KO,작다,크기 형용사. 반대말: 크다. jakda
143,EN,Many / Much,Adjective meaning a large amount
143,ES,Mucho,Adjetivo que significa gran cantidad
143,ZH,多,"duō - 形容词，多 (형용사, 많은)"
143,JA,多い,"おおい(ōi) - 多い、形容詞 (많은, 형용사)"
143,KO,많다,양 형용사. 수나 양이 큼. 반대말: 적다. manta
144,EN,Few / Little,Adjective meaning a small amount
144,ES,Poco,Adjetivo que significa poca cantidad
144,ZH,少,"shǎo - 形容词，少 (형용사, 적은)"
144,JA,少ない,"すくない(sukunai) - 少ない、形容詞 (적은, 형용사)"
144,KO,적다,양 형용사. 수나 양이 작음. 반대말: 많다. jeokda
145,EN,Long,Adjective meaning great in length
145,ES,Largo,Adjetivo que significa largo
145,ZH,长,"cháng - 形容词，长 (형용사, 긴)"
145,JA,長い,"ながい(nagai) - 長い、形容詞 (긴, 형용사)"
145,KO,길다,길이 형용사. 반대말: 짧다. gilda
146,EN,Short,Adjective meaning small in length
146,ES,Corto,Adjetivo que significa corto
146,ZH,短,"duǎn - 形容词，短 (형용사, 짧은)"
146,JA,短い,"みじかい(mijikai) - 短い、形容詞 (짧은, 형용사)"
146,KO,짧다,길이 형용사. 반대말: 길다. jjalda
147,EN,Big house,Phrase: adjective + noun
147,ES,Casa grande,Frase: adjetivo + sustantivo
147,ZH,大房子,dà fáng zi - 大+房子 (큰+집)
147,JA,大きい家,おおきいいえ(ōkii ie) - 大きい+家 (큰+집)
147,KO,큰 집,관형사형+명사 패턴. 크다→큰(관형형). keun jip
148,EN,Small room,Phrase: adjective + noun
148,ES,Habitación pequeña,Frase: adjetivo + sustantivo
148,ZH,小房间,xiǎo fáng jiān - 小+房间 (작은+방)
148,JA,小さい部屋,ちいさいへや(chiisai heya) - 小さい+部屋 (작은+방)
148,KO,작은 방,관형사형+명사 패턴. 작다→작은(관형형). jageun bang
149,EN,Long legs,Phrase: adjective + noun
149,ES,Piernas largas,Frase: adjetivo + sustantivo
149,ZH,长腿,cháng tuǐ - 长+腿 (긴+다리)
149,JA,長い脚,ながいあし(nagai ashi) - 長い+脚 (긴+다리)
149,KO,긴 다리,관형사형+명사 패턴. 길다→긴(관형형). gin dari
150,EN,Short hair,Phrase: adjective + noun
150,ES,Pelo corto,Frase: adjetivo + sustantivo
150,ZH,短头发,duǎn tóu fa - 短+头发 (짧은+머리)
150,JA,短い髪,みじかいかみ(mijikai kami) - 短い+髪 (짧은+머리)
150,KO,짧은 머리,관형사형+명사 패턴. 짧다→짧은(관형형). jjalbeun meori
151,EN,Hot,Adjective meaning high temperature
151,ES,Caliente,Adjetivo que significa temperatura alta
151,ZH,热,"rè - 形容词，热 (형용사, 뜨거운)"
151,JA,熱い,"あつい(atsui) - 熱い、形容詞 (뜨거운, 형용사)"
151,KO,뜨겁다,감각 형용사. 온도가 높음. 반대말: 차갑다. tteugeopda
152,EN,Cold,Adjective meaning low temperature
152,ES,Frío,Adjetivo que significa temperatura baja
152,ZH,冷,"lěng - 形容词，冷 (형용사, 차가운)"
152,JA,冷たい,"つめたい(tsumetai) - 冷たい、形容詞 (차가운, 형용사)"
152,KO,차갑다,감각 형용사. 온도가 낮음. 반대말: 뜨겁다. chagapda
153,EN,Sweet,Adjective meaning sweet taste
153,ES,Dulce,Adjetivo que significa sabor dulce
153,ZH,甜,"tián - 形容词，甜 (형용사, 단)"
153,JA,甘い,"あまい(amai) - 甘い、形容詞 (단, 형용사)"
153,KO,달다,맛 형용사. 설탕 같은 맛. dalda
154,EN,Salty,Adjective meaning salty taste
154,ES,Salado,Adjetivo que significa sabor salado
154,ZH,咸,"xián - 形容词，咸 (형용사, 짠)"
154,JA,しょっぱい,"しょっぱい(shoppai) - しょっぱい (짠, 형용사)"
154,KO,짜다,맛 형용사. 소금 같은 맛. jjada
155,EN,Bright,Adjective meaning full of light
155,ES,Brillante,Adjetivo que significa lleno de luz
155,ZH,亮,"liàng - 形容词，亮 (형용사, 밝은)"
155,JA,明るい,"あかるい(akarui) - 明るい、形容詞 (밝은, 형용사)"
155,KO,밝다,감각 형용사. 빛이 많음. 반대말: 어둡다. balkda
156,EN,Dark,Adjective meaning lacking light
156,ES,Oscuro,Adjetivo que significa falta de luz
156,ZH,暗,"àn - 形容词，暗 (형용사, 어두운)"
156,JA,暗い,"くらい(kurai) - 暗い、形容詞 (어두운, 형용사)"
156,KO,어둡다,감각 형용사. 빛이 없음. 반대말: 밝다. eodupda
157,EN,Hot water,Phrase: adjective + noun
157,ES,Agua caliente,Frase: adjetivo + sustantivo
157,ZH,热水,rè shuǐ - 热+水 (뜨거운+물)
157,JA,熱いお湯,あついおゆ(atsui oyu) - 熱い+お湯 (뜨거운+물)
157,KO,뜨거운 물,관형사형+명사. 뜨겁다→뜨거운(관형형). tteugeoun mul
158,EN,Cold milk,Phrase: adjective + noun
158,ES,Leche fría,Frase: adjetivo + sustantivo
158,ZH,冷牛奶,lěng niú nǎi - 冷+牛奶 (차가운+우유)
158,JA,冷たい牛乳,つめたいぎゅうにゅう(tsumetai gyūnyū) - 冷たい+牛乳 (차가운+우유)
158,KO,차가운 우유,관형사형+명사. 차갑다→차가운(관형형). chagaun uyu
159,EN,Bright room,Phrase: adjective + noun
159,ES,Habitación brillante,Frase: adjetivo + sustantivo
159,ZH,明亮的房间,míng liàng de fáng jiān - 明亮的+房间 (밝은+방)
159,JA,明るい部屋,あかるいへや(akarui heya) - 明るい+部屋 (밝은+방)
159,KO,밝은 방,관형사형+명사. 밝다→밝은(관형형). balgeun bang
160,EN,Dark night,Phrase: adjective + noun
160,ES,Noche oscura,Frase: adjetivo + sustantivo
160,ZH,黑暗的夜晚,hēi àn de yè wǎn - 黑暗的+夜晚 (어두운+밤)
160,JA,暗い夜,くらいよる(kurai yoru) - 暗い+夜 (어두운+밤)
160,KO,어두운 밤,관형사형+명사. 어둡다→어두운(관형형). eoduun bam
161,EN,Monday,First day of the work week
161,ES,Lunes,Primer día de la semana laboral
161,ZH,星期一,xīng qī yī - 星期一 (월요일)
161,JA,月曜日,げつようび(getsuyōbi) - 月曜日 (월요일)
161,KO,월요일,한 주의 첫 번째 날. woryoil
162,EN,Tuesday,Second day of the work week
162,ES,Martes,Segundo día de la semana laboral
162,ZH,星期二,xīng qī èr - 星期二 (화요일)
162,JA,火曜日,かようび(kayōbi) - 火曜日 (화요일)
162,KO,화요일,한 주의 두 번째 날. hwayoil
163,EN,Wednesday,Third day of the work week
163,ES,Miércoles,Tercer día de la semana laboral
163,ZH,星期三,xīng qī sān - 星期三 (수요일)
163,JA,水曜日,すいようび(suiyōbi) - 水曜日 (수요일)
163,KO,수요일,한 주의 세 번째 날. suyoil
164,EN,Thursday,Fourth day of the work week
164,ES,Jueves,Cuarto día de la semana laboral
164,ZH,星期四,xīng qī sì - 星期四 (목요일)
164,JA,木曜日,もくようび(mokuyōbi) - 木曜日 (목요일)
164,KO,목요일,한 주의 네 번째 날. mogyoil
165,EN,Friday,Fifth day of the work week
165,ES,Viernes,Quinto día de la semana laboral
165,ZH,星期五,xīng qī wǔ - 星期五 (금요일)
165,JA,金曜日,きんようび(kinyōbi) - 金曜日 (금요일)
165,KO,금요일,한 주의 다섯 번째 날. geumyoil
166,EN,Saturday,First day of the weekend
166,ES,Sábado,Primer día del fin de semana
166,ZH,星期六,xīng qī liù - 星期六 (토요일)
166,JA,土曜日,どようび(doyōbi) - 土曜日 (토요일)
166,KO,토요일,주말 첫 번째 날. toyoil
167,EN,Good morning,Morning greeting
167,ES,Buenos días,Saludo matutino
167,ZH,早上好,zǎo shang hǎo - 早上好 (좋은 아침)
167,JA,おはようございます,おはようございます(ohayō gozaimasu) - 朝の挨拶 (아침 인사)
167,KO,좋은 아침,아침 인사 표현. 관형사형+명사. joeun achim
168,EN,This weekend,Phrase: this + weekend
168,ES,Este fin de semana,Frase: este + fin de semana
168,ZH,这个周末,zhè ge zhōu mò - 这个+周末 (이번+주말)
168,JA,今週末,こんしゅうまつ(konshūmatsu) - 今週末 (이번 주말)
168,KO,이번 주말,시간 표현. '이번'은 현재의 차례. ibeon jumal
169,EN,School on Monday,Phrase: time + place
169,ES,Escuela el lunes,Frase: tiempo + lugar
169,ZH,星期一去学校,xīng qī yī qù xué xiào - 星期一+学校 (월요일+학교)
169,JA,月曜日に学校,げつようびにがっこう(getsuyōbi ni gakkō) - 月曜日+に+学校
169,KO,월요일에 학교,시간+에+장소 패턴. '에'는 시간 조사. woryoire hakgyo
170,EN,Store on Friday,Phrase: time + place
170,ES,Tienda el viernes,Frase: tiempo + lugar
170,ZH,星期五去商店,xīng qī wǔ qù shāng diàn - 星期五+商店 (금요일+가게)
170,JA,金曜日にお店,きんようびにおみせ(kinyōbi ni omise) - 金曜日+に+店
170,KO,금요일에 가게,시간+에+장소 패턴. geumyoire gage
171,EN,Morning,Early part of the day
171,ES,Mañana,Parte temprana del día
171,ZH,早上,zǎo shang - 早上 (아침)
171,JA,朝,あさ(asa) - 朝 (아침)
171,KO,아침,하루의 이른 시간. 아침식사를 뜻하기도 함. achim
172,EN,Afternoon,Part of the day after noon
172,ES,Tarde,Parte del día después del mediodía
172,ZH,下午,xià wǔ - 下午 (오후)
172,JA,午後,ごご(gogo) - 午後 (오후)
172,KO,오후,낮 12시 이후의 시간. ohu
173,EN,Evening,Late part of the day
173,ES,Noche,Parte tardía del día
173,ZH,晚上,wǎn shang - 晚上 (저녁)
173,JA,夕方,ゆうがた(yūgata) - 夕方 (저녁)
173,KO,저녁,해가 지는 시간대. 저녁식사를 뜻하기도 함. jeonyeok
174,EN,Night,Dark part of the day
174,ES,Noche,Parte oscura del día
174,ZH,夜晚,yè wǎn - 夜晚 (밤)
174,JA,夜,よる(yoru) - 夜 (밤)
174,KO,밤,어두운 시간대. '밤(chestnut)'과 동음. bam
175,EN,Today,This present day
175,ES,Hoy,Este día presente
175,ZH,今天,jīn tiān - 今天 (오늘)
175,JA,今日,きょう(kyō) - 今日 (오늘)
175,KO,오늘,지금 이 날. oneul
176,EN,Tomorrow,The day after today
176,ES,Mañana,El día después de hoy
176,ZH,明天,míng tiān - 明天 (내일)
176,JA,明日,あした(ashita) - 明日 (내일)
176,KO,내일,오늘의 다음 날. naeil
177,EN,This morning,Phrase: today + morning
177,ES,Esta mañana,Frase: hoy + mañana
177,ZH,今天早上,jīn tiān zǎo shang - 今天+早上 (오늘+아침)
177,JA,今朝,けさ(kesa) - 今朝 (오늘 아침)
177,KO,오늘 아침,시간 표현 조합. 오늘+아침. oneul achim
178,EN,Tomorrow evening,Phrase: tomorrow + evening
